gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,35,Yes,No phone service,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),115.43,4094.0,No
Male,0,Yes,No,56,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.46,1235.9,No
Male,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,46.03,909.31,No
Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),97.41,1259.7,No
Male,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,24.12,220.52,No
Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),53.28,759.68,Yes
Male,1,No,Yes,31,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),106.53,3312.37,No
Male,0,Yes,No,29,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),28.13,794.23,No
Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34.81,990.08,Yes
Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,51.28,1143.43,No
Female,1,No,Yes,32,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,No,Mailed check,91.51,2929.77,No
Female,1,No,Yes,46,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.53,2541.85,No
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),102.51,313.26,No
Male,0,Yes,No,64,Yes,No phone service,No,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),18.44,1174.57,No
Female,0,No,No,22,Yes,No,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),24.58,539.82,No
Female,0,Yes,No,9,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),103.77,934.34,No
Male,0,No,No,12,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Credit card (automatic),57.13,668.09,No
Female,0,No,No,39,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),69.36,2705.8,No
Female,0,Yes,Yes,37,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.4,4106.22,No
Male,0,No,Yes,6,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,31.67,203.6,Yes
Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,82.04,2867.57,No
Female,0,No,No,15,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,94.12,1406.94,No
Male,0,Yes,Yes,65,Yes,No,No,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),65.01,4260.83,No
Female,0,Yes,No,22,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),43.37,936.78,No
Male,0,No,No,71,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Electronic check,20.01,1433.66,No
Female,0,No,No,41,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,76.37,3155.58,No
Male,0,No,Yes,69,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,37.07,2535.87,No
Male,0,Yes,No,39,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),42.84,1667.45,No
Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),52.3,492.93,No
Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,77.72,3560.61,No
Female,0,Yes,No,34,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Mailed check,108.32,3685.9,No
Male,0,No,Yes,58,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),93.89,5417.73,No
Female,0,No,No,28,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),74.63,2081.63,No
Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,28.38,396.91,No
Male,0,No,No,8,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,36.56,267.68,No
Female,1,Yes,No,53,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,45.38,2372.51,Yes
Female,0,No,No,16,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.63,1257.36,No
Female,0,No,Yes,48,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.26,4199.16,No
Male,0,No,Yes,9,Yes,No,No,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),47.54,418.13,Yes
Female,0,Yes,No,5,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,75.14,369.59,No
Female,0,Yes,No,51,Yes,No phone service,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.16,4766.02,No
Female,1,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.77,1867.02,No
Male,0,No,No,40,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),117.05,4692.4,No
Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No,One year,Yes,Bank transfer (automatic),38.31,57.28,Yes
Male,0,No,No,13,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes,One year,No,Electronic check,85.87,1115.74,No
Male,0,No,No,6,Yes,No,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),22.96,125.28,No
Male,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.81,466.45,No
Female,0,No,Yes,20,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),18.33,339.05,No
Female,0,No,No,26,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.37,1307.12,Yes
Male,1,No,No,17,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,21.02,383.33,No
Female,0,No,No,32,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,No,Electronic check,106.26,3381.51,No
Male,0,No,No,64,No,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),69.39,4502.46,No
Male,0,No,Yes,6,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,90.55,539.81,No
Female,0,No,No,64,No,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),89.14,5684.91,No
Female,0,No,Yes,29,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.89,3146.81,No
Female,0,No,Yes,41,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.47,1165.83,No
Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,22.44,1104.45,No
Male,1,Yes,No,52,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.73,4720.28,No
Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.79,6795.08,Yes
Male,0,No,No,71,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,19.21,1399.1,No
Female,0,Yes,Yes,7,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),73.19,500.04,Yes
Male,1,No,No,29,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),58.7,1686.06,No
Male,0,Yes,Yes,38,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,110.96,4225.86,No
Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.17,3319.21,Yes
Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,118.06,8401.58,No
Male,1,No,No,46,Yes,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),53.9,2444.45,No
Female,0,No,No,28,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),32.4,939.75,No
Female,0,No,No,66,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,No,Electronic check,94.07,6187.65,No
Male,0,No,No,52,No,No phone service,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.58,4930.84,No
Female,0,No,No,57,Yes,No,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.9,3480.51,No
Male,0,No,No,45,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),37.43,1696.38,Yes
Male,1,No,No,4,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.96,99.51,Yes
Female,0,Yes,Yes,69,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.34,5773.57,No
Male,0,No,No,51,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,38.27,1952.42,No
Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),25.63,284.34,No
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,82.98,1471.18,No
Female,0,No,No,24,No,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,81.66,1995.58,No
Male,0,No,Yes,18,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,72.11,1263.33,Yes
Male,0,No,No,44,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,95.12,4219.71,Yes
Female,0,Yes,No,39,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),54.43,2112.8,No
Male,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,70.76,1070.05,Yes
Female,1,No,No,50,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),115.3,5756.24,No
Male,0,Yes,No,20,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,45.46,891.12,No
Female,0,Yes,No,11,Yes,No,No,Yes,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),30.82,330.66,No
Female,1,Yes,No,68,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,No,Credit card (automatic),57.14,3901.97,No
Male,0,No,No,22,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,69.37,1534.42,Yes
Male,0,Yes,No,16,Yes,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,100.12,1627.43,Yes
Female,0,Yes,No,51,No,No,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,67.68,3463.13,No
Female,0,No,No,54,Yes,No,No,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.17,4607.1,No
Male,0,No,No,10,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),79.15,825.65,Yes
Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.12,266.61,No
Male,1,Yes,No,61,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,99.44,6046.78,No
Female,0,Yes,No,36,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),30.11,1059.91,No
Female,0,Yes,No,32,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),94.79,3070.94,No
Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,81.85,2454.27,No
Female,0,Yes,Yes,42,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Mailed check,114.44,4808.21,No
Male,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.54,2270.71,Yes
Female,1,Yes,No,5,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,35.46,146.51,No
Female,0,No,Yes,19,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),47.6,944.33,No
Female,0,Yes,No,68,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),42.7,2879.32,No
Female,0,Yes,No,12,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,105.9,1251.58,Yes
Female,0,No,No,65,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,83.5,5421.66,No
Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Credit card (automatic),69.79,1945.25,No
Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),94.16,1212.95,No
Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),24.28,1034.09,Yes
Male,0,No,No,47,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),56.61,2683.58,No
Male,1,No,Yes,25,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,53.41,1334.85,Yes
Male,0,No,Yes,57,Yes,No,No,No,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,111.94,6387.08,No
Male,0,Yes,No,4,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),51.21,186.97,No
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,48.67,401.71,Yes
Male,0,No,Yes,44,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,113.91,5007.34,No
Male,0,No,No,41,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.34,4189.14,No
Female,1,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,93.37,4688.54,No
Male,0,No,No,61,No,No,DSL,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),23.69,1417.11,No
Female,0,No,Yes,66,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),43.28,2877.94,No
Male,0,No,No,36,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.18,1374.12,Yes
Male,0,Yes,No,36,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,104.63,3757.89,No
Female,0,Yes,No,66,Yes,No,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),113.36,7517.72,No
Female,0,Yes,Yes,69,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),87.08,6025.39,Yes
Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),105.2,282.42,No
Female,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.85,2426.77,No
Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),31.82,2112.8,No
Female,0,Yes,No,3,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,One year,No,Mailed check,93.36,255.37,No
Male,1,Yes,Yes,70,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,108.08,7564.94,No
Female,0,No,Yes,53,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.28,5649.79,No
Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),38.93,392.43,No
Male,0,Yes,No,46,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,115.95,5350.2,No
Male,0,Yes,No,31,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.06,1947.96,No
Female,0,No,No,24,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),68.4,1638.88,No
Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),68.51,3038.03,No
Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,40.94,2114.41,Yes
Male,0,No,Yes,64,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,No,Electronic check,68.09,4336.52,No
